date,call_type,call_count,district,latitude,longitude,response_time,destruction_scale,event_category,event_name,event_radius_km,event_description,anomaly_flag
2023-08-07,Disaster,49,Hyderabad,17.4661,78.354,21.8,4.3,Natural,River Overflow,104,River exceeding danger levels and breaching banks causing flooding.,False
2023-08-07,Medical,62,Amritsar,31.7203,74.7163,13.9,2.1,Healthcare,Leptospirosis Cases,61,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-07,Disaster,87,Indore,22.7931,75.7467,31.4,6.6,Natural,River Overflow,12,River exceeding danger levels and breaching banks causing flooding.,False
2023-08-08,Disaster,74,Amritsar,31.4812,74.9471,26.7,6.1,Natural,Heavy Rainfall,79,Unusually heavy rainfall causing urban flooding and infrastructure damage.,False
2023-08-08,Disaster,115,Mumbai,19.1253,72.8512,20.3,8.4,Natural,River Overflow,33,River exceeding danger levels and breaching banks causing flooding.,True
2023-08-08,Disaster,44,Thiruvananthapuram,8.6449,76.8001,23.0,7.4,Natural,Flash Flood,20,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2023-08-08,Disaster,73,Goa,15.2745,73.9341,33.4,8.5,Natural,Flash Flood,79,Sudden flooding due to heavy rainfall overwhelming drainage systems.,True
2023-08-08,Medical,68,Kolkata,22.667,88.293,10.9,3.6,Healthcare,Leptospirosis Cases,143,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-08,Disaster,142,Mumbai,18.9692,73.0457,16.6,9.5,Natural,Monsoon Flooding,149,Widespread flooding due to monsoon rains affecting multiple areas.,True
2023-08-08,Medical,44,Agartala,23.8742,91.435,12.5,4.8,Healthcare,Malaria Surge,131,"Increased malaria cases reported in rural areas, requiring medical intervention.",False
2023-08-08,Disaster,90,Hyderabad,17.3129,78.4199,24.5,4.0,Natural,Monsoon Flooding,182,Widespread flooding due to monsoon rains affecting multiple areas.,False
2023-08-09,Medical,66,Udaipur,24.5664,73.7025,13.4,5.4,Healthcare,Cholera Outbreak,64,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-09,Disaster,94,Vadodara,22.4961,73.2312,29.7,6.5,Natural,River Overflow,52,River exceeding danger levels and breaching banks causing flooding.,False
2023-08-09,Medical,46,Bhubaneswar,20.3127,85.8392,13.5,3.8,Healthcare,Cholera Outbreak,87,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-09,Medical,49,Bhopal,23.415,77.5138,12.1,4.9,Healthcare,Cholera Outbreak,148,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-09,Medical,36,Agartala,23.9851,91.214,14.0,5.2,Healthcare,Malaria Surge,69,"Increased malaria cases reported in rural areas, requiring medical intervention.",False
2023-08-09,Medical,30,Surat,21.1691,72.6941,14.9,3.8,Healthcare,Leptospirosis Cases,38,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-09,Disaster,126,Delhi,28.81,77.2209,23.5,8.7,Natural,Flash Flood,118,Sudden flooding due to heavy rainfall overwhelming drainage systems.,True
2023-08-10,Disaster,97,Chandigarh,30.5706,76.8328,27.6,5.8,Natural,Heavy Rainfall,143,Unusually heavy rainfall causing urban flooding and infrastructure damage.,False
2023-08-10,Medical,76,Patna,25.5092,85.0464,12.1,2.8,Healthcare,Cholera Outbreak,150,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-10,Medical,78,Shimla,30.9119,77.1182,11.2,3.9,Healthcare,Dengue Outbreak,109,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2023-08-10,Medical,65,Shillong,25.3796,91.86,16.7,5.8,Healthcare,Dengue Outbreak,9,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2023-08-10,Medical,80,Kohima,25.6481,94.2137,16.2,6.7,Healthcare,Malaria Surge,128,"Increased malaria cases reported in rural areas, requiring medical intervention.",False
2023-08-10,Medical,71,Raipur,21.1138,81.6819,9.7,5.0,Healthcare,Leptospirosis Cases,41,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-11,Medical,77,Indore,22.7496,75.7488,14.1,4.8,Healthcare,Cholera Outbreak,23,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-11,Disaster,55,Kochi,9.8436,76.1089,23.6,7.4,Natural,Flash Flood,146,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2023-08-11,Medical,46,Shimla,31.2686,77.3,12.2,2.8,Healthcare,Leptospirosis Cases,63,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-11,Disaster,64,Leh,34.1084,77.3796,32.2,5.0,Natural,Flash Flood,139,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2023-08-11,Medical,36,Lucknow,26.9127,81.139,14.5,2.0,Healthcare,Leptospirosis Cases,50,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-11,Medical,67,Vadodara,22.1455,73.3729,11.1,4.7,Healthcare,Dengue Outbreak,58,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2023-08-11,Medical,59,Chandigarh,30.6495,76.9288,14.2,3.9,Healthcare,Leptospirosis Cases,26,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-11,Disaster,99,Hyderabad,17.5257,78.3714,23.1,7.7,Natural,Flash Flood,31,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2023-08-11,Medical,50,Shillong,25.7128,92.0601,15.6,3.2,Healthcare,Dengue Outbreak,42,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2023-08-11,Disaster,119,Bengaluru,12.9058,77.5025,16.5,6.6,Natural,Flash Flood,49,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2023-08-12,Disaster,69,Dehradun,30.4103,77.8568,34.2,9.1,Natural,River Overflow,111,River exceeding danger levels and breaching banks causing flooding.,True
2023-08-12,Disaster,84,Coimbatore,10.9905,76.8829,31.9,8.2,Natural,Landslide,61,Landslide triggered by heavy rainfall blocking roads and damaging structures.,True
2023-08-12,Disaster,68,Mysore,12.492,76.7664,27.2,7.8,Natural,Flash Flood,83,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2023-08-12,Medical,73,Leh,34.1393,77.5867,15.4,6.9,Healthcare,Malaria Surge,95,"Increased malaria cases reported in rural areas, requiring medical intervention.",False
2023-08-12,Disaster,81,Aizawl,23.8291,92.8996,22.5,9.3,Natural,River Overflow,43,River exceeding danger levels and breaching banks causing flooding.,True
2023-08-12,Medical,37,Allahabad,25.3539,81.6621,11.1,5.5,Healthcare,Dengue Outbreak,77,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2023-08-12,Medical,65,Kolkata,22.457,88.193,9.6,5.8,Healthcare,Leptospirosis Cases,59,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-12,Disaster,239,Bengaluru,13.1486,77.4606,19.8,4.2,Natural,Flash Flood,46,Sudden flooding due to heavy rainfall overwhelming drainage systems.,True
2023-08-13,Medical,64,Jaipur,26.7956,75.893,13.0,3.7,Healthcare,Leptospirosis Cases,135,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-13,Disaster,47,Varanasi,25.4373,82.9218,22.8,5.5,Natural,Heavy Rainfall,118,Unusually heavy rainfall causing urban flooding and infrastructure damage.,False
2023-08-13,Medical,47,Agra,27.0348,77.8702,13.9,3.9,Healthcare,Cholera Outbreak,85,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-13,Disaster,63,Leh,33.9604,77.7487,24.4,5.8,Natural,River Overflow,134,River exceeding danger levels and breaching banks causing flooding.,False
2023-08-13,Medical,79,Shimla,31.1615,77.0565,11.1,2.3,Healthcare,Malaria Surge,60,"Increased malaria cases reported in rural areas, requiring medical intervention.",False
2023-08-13,Disaster,97,Gangtok,27.3024,88.4392,36.7,7.0,Natural,River Overflow,130,River exceeding danger levels and breaching banks causing flooding.,False
2023-08-13,Medical,129,Kolkata,22.6855,88.2819,11.1,6.9,Healthcare,Cholera Outbreak,40,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-13,Disaster,85,Dehradun,30.486,78.1307,30.1,8.7,Natural,Flash Flood,101,Sudden flooding due to heavy rainfall overwhelming drainage systems.,True
2023-08-13,Medical,71,Varanasi,25.3791,83.042,15.8,2.1,Healthcare,Leptospirosis Cases,30,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-14,Disaster,62,Mysore,12.1463,76.5301,28.1,8.0,Natural,Flash Flood,38,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2023-08-14,Disaster,63,Chandigarh,30.8355,76.8049,34.6,4.4,Natural,Flash Flood,47,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2023-08-14,Medical,38,Shimla,31.0183,77.365,16.5,3.3,Healthcare,Dengue Outbreak,145,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2023-08-14,Disaster,96,Indore,22.857,75.7444,27.3,8.9,Natural,River Overflow,81,River exceeding danger levels and breaching banks causing flooding.,True
2023-08-14,Disaster,91,Jaipur,26.7282,75.87,26.6,5.4,Natural,Flash Flood,147,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2023-08-15,Disaster,61,Pune,18.6288,73.8268,20.9,5.1,Natural,Monsoon Flooding,145,Widespread flooding due to monsoon rains affecting multiple areas.,False
2023-08-15,Medical,44,Guwahati,26.041,91.7163,12.1,4.8,Healthcare,Malaria Surge,112,"Increased malaria cases reported in rural areas, requiring medical intervention.",False
2023-08-15,Disaster,112,Chennai,12.9434,80.2257,20.1,8.3,Natural,Flash Flood,105,Sudden flooding due to heavy rainfall overwhelming drainage systems.,True
2023-08-15,Medical,42,Gwalior,26.2961,78.0507,12.1,4.0,Healthcare,Dengue Outbreak,14,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2023-08-16,Disaster,55,Vijayawada,16.4322,80.8141,29.3,9.2,Natural,River Overflow,65,River exceeding danger levels and breaching banks causing flooding.,True
2023-08-16,Disaster,55,Allahabad,25.5374,81.8654,22.0,8.8,Natural,River Overflow,128,River exceeding danger levels and breaching banks causing flooding.,True
2023-08-16,Medical,38,Coimbatore,10.8963,77.0493,16.4,3.4,Healthcare,Cholera Outbreak,79,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-16,Medical,71,Shimla,31.0759,76.9844,10.7,4.5,Healthcare,Cholera Outbreak,148,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-16,Disaster,93,Gwalior,26.1045,78.2236,24.5,4.9,Natural,Heavy Rainfall,106,Unusually heavy rainfall causing urban flooding and infrastructure damage.,False
2023-08-16,Disaster,70,Nagpur,21.2524,79.2025,25.8,4.9,Natural,River Overflow,83,River exceeding danger levels and breaching banks causing flooding.,False
2023-08-16,Medical,32,Indore,22.6461,76.0265,13.9,6.1,Healthcare,Cholera Outbreak,149,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-16,Disaster,57,Bhopal,23.3208,77.4288,33.6,4.5,Natural,River Overflow,119,River exceeding danger levels and breaching banks causing flooding.,False
2023-08-17,Disaster,47,Nagpur,21.0797,78.9607,19.2,6.4,Natural,Flash Flood,96,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2023-08-17,Medical,80,Guwahati,25.9985,91.9242,15.5,3.3,Healthcare,Dengue Outbreak,25,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2023-08-18,Disaster,69,Srinagar,33.9367,74.6357,29.9,5.1,Natural,River Overflow,111,River exceeding danger levels and breaching banks causing flooding.,False
2023-08-18,Medical,42,Vadodara,22.1125,73.0948,13.2,4.0,Healthcare,Leptospirosis Cases,95,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-18,Disaster,50,Lucknow,26.7599,81.0735,34.5,5.5,Natural,River Overflow,115,River exceeding danger levels and breaching banks causing flooding.,False
2023-08-18,Medical,40,Shillong,25.3994,91.932,13.9,3.1,Healthcare,Dengue Outbreak,78,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2023-08-18,Disaster,89,Hyderabad,17.4704,78.3049,23.4,6.4,Natural,Monsoon Flooding,101,Widespread flooding due to monsoon rains affecting multiple areas.,False
2023-08-18,Medical,54,Jaipur,26.8365,75.6685,14.3,4.9,Healthcare,Cholera Outbreak,22,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-18,Medical,62,Bhubaneswar,20.1232,85.9055,13.2,2.1,Healthcare,Leptospirosis Cases,134,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-18,Disaster,90,Chandigarh,30.6516,76.8685,28.2,8.4,Natural,Flash Flood,142,Sudden flooding due to heavy rainfall overwhelming drainage systems.,True
2023-08-19,Medical,32,Patna,25.5104,85.1085,14.3,4.1,Healthcare,Leptospirosis Cases,104,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-19,Medical,80,Dehradun,30.2638,78.0966,12.6,2.2,Healthcare,Cholera Outbreak,68,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-19,Disaster,91,Surat,21.348,72.893,26.3,8.8,Natural,Flash Flood,59,Sudden flooding due to heavy rainfall overwhelming drainage systems.,True
2023-08-19,Medical,52,Odisha,20.676,84.4757,13.2,2.5,Healthcare,Dengue Outbreak,103,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2023-08-19,Disaster,80,Indore,22.8608,75.9024,33.0,4.1,Natural,Heavy Rainfall,110,Unusually heavy rainfall causing urban flooding and infrastructure damage.,False
2023-08-20,Disaster,79,Vijayawada,16.3388,80.8101,21.8,4.9,Natural,Monsoon Flooding,172,Widespread flooding due to monsoon rains affecting multiple areas.,False
2023-08-20,Medical,36,Patna,25.4362,85.1703,12.7,2.0,Healthcare,Dengue Outbreak,67,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2023-08-20,Medical,45,Jodhpur,26.0481,73.0138,12.9,6.2,Healthcare,Leptospirosis Cases,135,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-21,Medical,48,Patna,25.652,85.1419,13.5,2.4,Healthcare,Cholera Outbreak,55,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-21,Disaster,54,Bhopal,23.4202,77.5393,21.7,8.5,Natural,River Overflow,145,River exceeding danger levels and breaching banks causing flooding.,True
2023-08-21,Disaster,77,Vijayawada,16.552,80.7986,27.6,7.0,Natural,Flash Flood,23,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2023-08-21,Medical,56,Mumbai,19.1988,73.0258,11.2,2.1,Healthcare,Dengue Outbreak,67,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2023-08-21,Medical,41,Agra,27.2211,77.8748,12.5,4.7,Healthcare,Dengue Outbreak,83,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2023-08-21,Medical,78,Shillong,25.7512,91.9273,13.4,6.1,Healthcare,Cholera Outbreak,29,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-21,Medical,49,Leh,34.3264,77.7436,13.6,5.7,Healthcare,Malaria Surge,90,"Increased malaria cases reported in rural areas, requiring medical intervention.",False
2023-08-21,Disaster,74,Agartala,23.7133,91.3113,30.4,6.7,Natural,Heavy Rainfall,149,Unusually heavy rainfall causing urban flooding and infrastructure damage.,False
2023-08-21,Medical,76,Surat,21.2345,72.7838,16.9,5.1,Healthcare,Cholera Outbreak,142,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2023-08-22,Medical,65,Guwahati,25.9876,91.8413,14.3,3.9,Healthcare,Leptospirosis Cases,115,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-22,Medical,122,Delhi,28.7801,77.0877,8.8,3.4,Healthcare,Leptospirosis Cases,77,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-22,Medical,47,Srinagar,34.2179,74.9648,14.2,2.0,Healthcare,Dengue Outbreak,80,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2023-08-22,Disaster,84,Delhi,28.6585,77.0846,24.2,8.8,Natural,Heavy Rainfall,23,Unusually heavy rainfall causing urban flooding and infrastructure damage.,True
2023-08-22,Medical,66,Ranchi,23.173,85.2675,15.1,2.2,Healthcare,Leptospirosis Cases,37,Post-flood leptospirosis cases reported in affected areas.,False
2023-08-22,Disaster,40,Varanasi,25.2308,82.8007,33.5,8.9,Natural,River Overflow,12,River exceeding danger levels and breaching banks causing flooding.,True
2023-08-22,Disaster,89,Patna,25.5247,85.1271,29.6,6.3,Natural,Heavy Rainfall,129,Unusually heavy rainfall causing urban flooding and infrastructure damage.,False
2023-08-22,Disaster,61,Dehradun,30.1434,78.2018,25.3,9.0,Natural,Heavy Rainfall,11,Unusually heavy rainfall causing urban flooding and infrastructure damage.,True
